frame_time,is_washing,movement_code
0.000,0,0
33.333,0,0
66.667,0,0
100.000,0,0
133.333,0,0
166.667,0,0
200.000,0,0
233.333,0,0
266.667,0,0
300.000,0,0
333.333,0,0
366.667,0,0
400.000,0,0
433.333,0,0
466.667,0,0
500.000,0,0
533.333,0,0
566.667,1,0
600.000,1,0
633.333,1,0
666.667,1,0
700.000,1,0
733.333,1,0
766.667,1,0
800.000,1,3
833.333,1,3
866.667,1,3
900.000,1,3
933.333,1,3
966.667,1,3
1000.000,1,3
1033.333,1,3
1066.667,1,3
1100.000,1,3
1133.333,1,3
1166.667,1,3
1200.000,1,3
1233.333,1,3
1266.667,1,3
1300.000,1,3
1333.333,1,3
1366.667,1,3
1400.000,1,3
1433.333,1,3
1466.667,1,3
1500.000,1,3
1533.333,1,3
1566.667,1,3
1600.000,1,3
1633.333,1,3
1666.667,1,3
1700.000,1,3
1733.333,1,3
1766.667,1,3
1800.000,1,3
1833.333,1,3
1866.667,1,3
1900.000,1,2
1933.333,1,2
1966.667,1,2
2000.000,1,2
2033.333,1,2
2066.667,1,2
2100.000,1,2
2133.333,1,2
2166.667,1,2
2200.000,1,2
2233.333,1,2
2266.667,1,2
2300.000,1,2
2333.333,1,2
2366.667,1,2
2400.000,1,2
2433.333,1,2
2466.667,1,2
2500.000,1,2
2533.333,1,2
2566.667,1,2
2600.000,1,2
2633.333,1,2
2666.667,1,2
2700.000,1,2
2733.333,1,2
2766.667,1,2
2800.000,1,2
2833.333,1,2
2866.667,1,2
2900.000,1,2
2933.333,1,2
2966.667,1,2
3000.000,1,2
3033.333,1,2
3066.667,1,2
3100.000,1,2
3133.333,1,2
3166.667,1,2
3200.000,1,2
3233.333,1,2
3266.667,1,2
3300.000,1,2
3333.333,1,2
3366.667,1,2
3400.000,1,2
3433.333,1,2
3466.667,1,2
3500.000,1,2
3533.333,1,2
3566.667,1,2
3600.000,1,2
3633.333,1,2
3666.667,1,2
3700.000,1,2
3733.333,1,2
3766.667,1,2
3800.000,1,2
3833.333,1,2
3866.667,1,2
3900.000,1,2
3933.333,1,2
3966.667,1,2
4000.000,1,2
4033.333,1,2
4066.667,1,2
4100.000,1,2
4133.333,1,2
4166.667,1,2
4200.000,1,2
4233.333,1,2
