filename,location,num_annotators,time_h,time_min,time_sec,total_duration,washing_duration,movement_1,movement_2,movement_3,movement_4,movement_5,movement_6,movement_7,movement_0,ring,armband,long_nails
2020-06-26_18-28-10_camera102.csv,DataSet1,4,18,28,10,43.5,32.71.1,2.4,2.1,1.5,6.6,3.9,0.0,15.0,0,0,0
2020-06-26_19-05-32_camera102.csv,DataSet1,4,19,05,32,53.5,31.63.4,1.9,2.0,0.0,3.7,0.0,0.0,20.6,0,0,0
2020-06-26_19-39-32_camera102.csv,DataSet1,4,19,39,32,185.8,143.015.8,6.3,26.2,18.7,29.7,1.8,0.0,44.5,0,0,0
2020-06-26_19-42-41_camera102.csv,DataSet1,3,19,42,41,27.7,27.50.8,1.7,0.0,0.0,0.0,0.0,0.0,25.1,0,0,0
2020-06-26_20-09-27_camera102.csv,DataSet1,4,20,09,27,63.1,42.65.3,5.3,3.0,5.3,6.3,2.3,0.0,15.0,0,0,0
2020-06-26_20-40-27_camera102.csv,DataSet1,4,20,40,27,55.4,38.11.9,3.1,3.9,5.3,5.9,0.0,0.0,18.1,0,0,0
2020-06-26_21-28-01_camera102.csv,DataSet1,4,21,28,01,68.1,50.63.6,6.3,2.7,6.6,12.5,2.4,0.0,16.5,0,0,0
2020-06-26_21-51-55_camera102.csv,DataSet1,4,21,51,55,44.2,31.82.4,3.0,0.7,3.1,9.1,0.0,0.0,13.5,0,0,0
2020-06-26_22-23-10_camera102.csv,DataSet1,4,22,23,10,85.9,42.93.2,3.4,2.8,8.5,9.5,0.5,0.0,15.1,0,0,0
2020-06-26_23-15-18_camera102.csv,DataSet1,4,23,15,18,46.2,37.61.9,4.4,2.0,2.2,9.3,0.0,0.7,17.1,0,0,0
2020-06-26_23-24-05_camera102.csv,DataSet1,4,23,24,05,168.8,147.310.7,0.0,28.3,18.0,28.0,20.2,0.0,42.2,0,0,0
2020-06-26_23-57-45_camera102.csv,DataSet1,4,23,57,45,42.7,35.32.0,2.5,0.9,5.9,4.3,0.3,1.0,18.4,0,0,0
2020-06-27_01-16-32_camera102.csv,DataSet1,4,01,16,32,34.3,23.22.0,1.9,0.0,2.0,8.9,0.0,0.0,8.4,0,0,0
2020-06-27_02-12-36_camera102.csv,DataSet1,3,02,12,36,72.8,55.03.0,6.8,2.5,3.1,5.0,0.5,1.6,32.5,0,0,0
2020-06-27_07-57-26_camera102.csv,DataSet1,4,07,57,26,141.8,113.816.1,0.0,40.0,0.0,23.5,3.1,0.0,31.2,0,0,0
2020-06-27_08-00-45_camera102.csv,DataSet1,4,08,00,45,44.7,33.01.7,3.6,5.4,2.5,3.7,0.0,0.0,16.2,0,0,0
2020-06-27_08-20-58_camera102.csv,DataSet1,4,08,20,58,50.3,42.35.9,4.0,4.1,1.6,5.6,0.0,0.7,20.5,0,0,0
2020-06-27_08-38-41_camera102.csv,DataSet1,4,08,38,41,46.0,36.03.7,4.4,2.1,2.3,3.8,0.0,0.0,19.7,1,0,0
2020-06-27_09-45-07_camera102.csv,DataSet1,4,09,45,07,66.3,49.72.6,8.8,3.3,6.6,3.9,3.1,0.6,20.9,0,0,0
2020-06-27_09-46-31_camera102.csv,DataSet1,3,09,46,31,23.0,22.43.4,3.1,1.0,1.9,1.4,1.9,0.0,9.6,0,0,0
2020-06-27_10-48-37_camera102.csv,DataSet1,4,10,48,37,115.7,97.55.6,12.6,4.7,6.4,12.8,12.6,2.3,40.6,0,0,0
2020-06-27_11-59-31_camera102.csv,DataSet1,4,11,59,31,72.3,62.91.5,5.1,3.5,0.0,3.6,4.4,0.6,44.2,1,0,0
2020-06-27_13-21-12_camera102.csv,DataSet1,4,13,21,12,88.9,76.77.2,12.6,0.4,4.7,10.0,7.1,2.2,32.4,0,0,0
2020-06-27_13-43-00_camera102.csv,DataSet1,4,13,43,00,34.0,17.91.2,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0,0,0
2020-06-27_15-09-50_camera102.csv,DataSet1,4,15,09,50,96.5,82.25.2,11.8,8.7,8.1,6.3,8.0,0.2,33.8,0,0,0
2020-06-27_16-56-55_camera102.csv,DataSet1,4,16,56,55,70.4,58.63.0,8.0,5.0,6.0,6.3,9.2,0.4,20.5,0,0,0
2020-06-27_21-22-07_camera102.csv,DataSet1,4,21,22,07,121.8,105.87.7,8.3,6.3,12.9,10.0,10.1,0.8,49.8,0,0,0
2020-06-27_23-47-30_camera102.csv,DataSet1,4,23,47,30,96.8,89.18.8,8.2,7.5,7.5,7.5,10.3,0.7,38.4,0,0,0
2020-06-28_01-33-18_camera102.csv,DataSet1,4,01,33,18,82.9,43.41.9,0.0,1.2,0.0,5.0,0.0,0.9,34.5,0,0,0
2020-06-28_01-48-17_camera102.csv,DataSet1,4,01,48,17,52.4,29.70.8,0.0,4.0,0.0,1.8,0.0,0.5,22.6,0,0,0
2020-06-28_03-33-35_camera102.csv,DataSet1,4,03,33,35,63.6,49.12.5,10.1,5.0,4.9,1.7,3.0,0.0,21.9,0,0,0
2020-06-28_03-34-43_camera102.csv,DataSet1,4,03,34,43,20.6,12.60.0,2.7,2.1,2.3,2.7,2.2,0.0,0.6,0,0,0
2020-06-28_03-37-36_camera102.csv,DataSet1,4,03,37,36,74.3,52.22.6,0.0,4.6,0.0,6.2,0.0,0.9,37.9,0,0,0
2020-06-28_03-57-36_camera102.csv,DataSet1,4,03,57,36,23.2,15.00.4,0.0,0.5,0.0,1.2,0.0,0.7,12.1,0,0,0
2020-06-28_05-39-31_camera102.csv,DataSet1,4,05,39,31,64.5,52.47.5,5.0,3.8,5.0,3.7,3.0,0.6,23.8,0,0,0
2020-06-28_07-03-36_camera102.csv,DataSet1,4,07,03,36,58.4,55.05.3,0.0,6.0,0.0,4.7,4.9,0.0,34.1,0,0,0
2020-06-28_07-04-55_camera102.csv,DataSet1,1,07,04,55,27.7,14.20.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0,0,0
2020-06-28_10-13-52_camera102.csv,DataSet1,4,10,13,52,59.4,47.30.6,0.0,3.4,0.0,4.2,0.0,0.4,38.7,0,0,0
2020-06-28_14-22-04_camera102.csv,DataSet1,4,14,22,04,77.6,67.93.5,6.7,4.3,0.0,7.8,16.7,0.7,28.2,0,0,0
2020-06-28_17-48-55_camera102.csv,DataSet1,4,17,48,55,104.1,93.14.5,0.0,3.8,0.0,3.4,2.9,0.6,78.0,1,0,0
2020-06-28_23-42-10_camera102.csv,DataSet1,4,23,42,10,54.9,45.50.5,0.0,2.1,0.0,7.4,0.0,0.8,34.6,0,0,0
2020-06-29_00-00-25_camera102.csv,DataSet1,4,00,00,25,34.1,8.81.6,0.0,0.3,0.0,0.6,0.0,0.0,6.2,0,0,0
2020-06-29_00-05-17_camera102.csv,DataSet1,4,00,05,17,46.1,38.90.8,0.0,3.3,0.0,3.2,0.0,0.5,31.0,0,0,0
2020-06-29_02-46-09_camera102.csv,DataSet1,4,02,46,09,90.7,68.57.8,6.7,3.7,4.1,5.6,5.5,0.4,34.7,1,0,0
2020-06-29_03-12-14_camera102.csv,DataSet1,4,03,12,14,64.6,39.73.6,3.6,1.1,3.3,5.8,0.0,0.0,22.2,1,0,0
2020-06-29_03-27-33_camera102.csv,DataSet1,3,03,27,33,35.6,5.81.5,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0,0,0
2020-06-29_03-35-12_camera102.csv,DataSet1,4,03,35,12,39.6,31.33.5,7.4,0.0,0.0,3.9,0.0,0.0,16.4,0,0,0
2020-06-29_03-36-37_camera102.csv,DataSet1,4,03,36,37,59.6,25.30.3,3.4,1.5,2.0,8.1,0.0,0.0,10.1,0,0,0
2020-06-29_03-48-37_camera102.csv,DataSet1,4,03,48,37,80.9,60.55.6,7.3,3.8,5.4,5.7,4.7,0.6,27.4,1,0,0
2020-06-29_04-01-15_camera102.csv,DataSet1,3,04,01,15,30.0,4.40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0,0,0
2020-06-29_04-19-33_camera102.csv,DataSet1,3,04,19,33,64.0,33.313.9,0.0,0.0,4.6,0.0,0.0,0.0,14.8,0,0,0
