frame_time,is_washing,movement_code
0.000,0,0
33.333,0,0
66.667,0,0
100.000,0,0
133.333,0,0
166.667,0,0
200.000,0,0
233.333,0,0
266.667,0,0
300.000,0,0
333.333,0,0
366.667,0,0
400.000,0,0
433.333,0,0
466.667,0,0
500.000,0,0
533.333,0,0
566.667,0,0
600.000,0,0
633.333,0,0
666.667,0,0
700.000,0,0
733.333,0,0
766.667,0,0
800.000,0,0
833.333,0,0
866.667,0,0
900.000,1,0
933.333,1,0
966.667,1,0
1000.000,1,0
1033.333,1,0
1066.667,1,0
1100.000,1,0
1133.333,1,0
1166.667,1,1
1200.000,1,1
1233.333,1,1
1266.667,1,1
1300.000,1,1
1333.333,1,1
1366.667,1,0
1400.000,1,0
1433.333,1,0
1466.667,1,0
1500.000,1,0
1533.333,1,0
1566.667,1,0
1600.000,1,0
1633.333,1,0
1666.667,1,0
1700.000,1,0
1733.333,1,0
1766.667,1,0
1800.000,1,0
1833.333,1,0
1866.667,1,0
1900.000,1,0
1933.333,1,0
1966.667,1,0
2000.000,1,0
2033.333,1,0
2066.667,1,0
2100.000,1,0
2133.333,1,0
2166.667,1,1
2200.000,1,1
2233.333,1,1
2266.667,1,0
2300.000,1,0
2333.333,1,0
2366.667,1,0
2400.000,1,0
2433.333,1,0
2466.667,1,0
2500.000,1,0
2533.333,1,0
2566.667,1,0
2600.000,1,0
2633.333,1,7
2666.667,1,7
2700.000,1,7
2733.333,1,7
2766.667,1,7
2800.000,1,7
2833.333,1,7
2866.667,1,7
2900.000,1,7
2933.333,1,7
2966.667,1,7
3000.000,1,7
3033.333,1,7
3066.667,1,7
3100.000,1,7
3133.333,1,7
3166.667,1,7
3200.000,1,7
3233.333,1,7
3266.667,1,7
3300.000,1,7
3333.333,1,7
3366.667,1,7
3400.000,1,7
3433.333,1,7
3466.667,1,7
3500.000,1,7
3533.333,1,7
3566.667,1,7
3600.000,1,7
3633.333,1,7
3666.667,1,7
3700.000,1,7
3733.333,1,7
3766.667,1,7
3800.000,1,7
3833.333,1,7
3866.667,1,7
3900.000,1,7
3933.333,1,7
3966.667,1,7
4000.000,1,7
4033.333,1,7
4066.667,1,7
4100.000,0,7
4133.333,0,7
4166.667,0,7
4200.000,0,7
4233.333,0,7
4266.667,0,7
4300.000,0,7
4333.333,0,7
4366.667,0,7
4400.000,0,7
4433.333,0,7
4466.667,0,7
4500.000,0,7
4533.333,0,7
4566.667,0,7
4600.000,0,7
4633.333,0,7
4666.667,0,7
4700.000,0,7
4733.333,0,7
4766.667,0,7
4800.000,0,7
4833.333,0,7
4866.667,0,7
4900.000,0,7
4933.333,0,7
4966.667,0,7
5000.000,0,7
5033.333,0,7
5066.667,0,7
5100.000,0,7
5133.333,0,7
5166.667,0,7
5200.000,0,7
5233.333,0,7
5266.667,0,7
5300.000,0,7
5333.333,0,7
5366.667,0,7
5400.000,0,7
5433.333,0,7
5466.667,0,7
5500.000,0,7
5533.333,0,7
5566.667,0,7
5600.000,0,7
5633.333,0,7
5666.667,0,7
5700.000,0,7
5733.333,0,7
5766.667,0,7
5800.000,0,7
5833.333,0,7
5866.667,0,7
5900.000,0,7
5933.333,0,7
5966.667,0,7
6000.000,0,7
6033.333,0,7
6066.667,0,7
6100.000,0,7
6133.333,0,7
