frame_time,is_washing,movement_code
0.000,1,0
33.333,1,0
66.667,1,0
100.000,1,0
133.333,1,0
166.667,1,0
200.000,1,0
233.333,1,0
266.667,1,0
300.000,1,0
333.333,1,0
366.667,1,0
400.000,1,0
433.333,1,0
466.667,1,0
500.000,1,0
533.333,1,0
566.667,1,0
600.000,1,0
633.333,1,0
666.667,1,0
700.000,1,0
733.333,1,0
766.667,1,0
800.000,1,0
833.333,1,0
866.667,1,0
900.000,1,0
933.333,1,0
966.667,1,0
1000.000,1,0
1033.333,1,0
1066.667,1,0
1100.000,1,0
1133.333,1,0
1166.667,1,0
1200.000,1,0
1233.333,1,0
1266.667,1,0
1300.000,1,0
1333.333,1,0
1366.667,1,0
1400.000,1,0
1433.333,1,0
1466.667,1,0
1500.000,1,1
1533.333,1,1
1566.667,1,1
1600.000,1,1
1633.333,1,1
1666.667,1,1
1700.000,1,1
1733.333,1,1
1766.667,1,1
1800.000,1,1
1833.333,1,1
1866.667,1,1
1900.000,1,1
1933.333,1,1
1966.667,1,1
2000.000,1,1
2033.333,1,1
2066.667,1,1
2100.000,1,1
2133.333,1,1
2166.667,1,1
2200.000,1,1
2233.333,1,1
2266.667,1,1
2300.000,1,1
2333.333,1,1
2366.667,1,1
2400.000,1,1
2433.333,1,1
2466.667,1,1
2500.000,1,1
2533.333,1,1
2566.667,1,1
2600.000,1,1
2633.333,1,1
2666.667,1,1
2700.000,1,1
2733.333,1,1
2766.667,1,1
2800.000,1,1
2833.333,1,1
2866.667,1,1
2900.000,1,1
2933.333,1,1
2966.667,1,1
3000.000,1,1
3033.333,1,1
3066.667,1,1
3100.000,1,1
3133.333,1,1
3166.667,1,1
3200.000,1,1
3233.333,1,1
3266.667,1,1
3300.000,1,1
3333.333,1,1
3366.667,1,1
3400.000,1,3
3433.333,1,3
3466.667,1,3
3500.000,1,3
3533.333,1,3
3566.667,1,3
3600.000,1,3
3633.333,1,3
3666.667,1,3
3700.000,1,3
3733.333,1,3
3766.667,1,3
3800.000,1,3
3833.333,1,3
3866.667,1,3
3900.000,1,3
3933.333,1,3
3966.667,1,3
4000.000,1,3
4033.333,1,3
4066.667,1,3
4100.000,1,3
4133.333,1,3
4166.667,1,3
4200.000,1,3
4233.333,1,3
4266.667,1,3
4300.000,1,3
4333.333,1,3
4366.667,1,3
4400.000,1,3
4433.333,1,3
4466.667,1,3
4500.000,1,3
4533.333,1,3
4566.667,1,2
4600.000,1,2
4633.333,1,2
4666.667,1,2
4700.000,1,2
4733.333,1,2
4766.667,1,2
4800.000,1,2
4833.333,1,2
4866.667,1,2
4900.000,1,2
4933.333,1,2
4966.667,1,2
5000.000,1,2
5033.333,1,2
5066.667,1,2
5100.000,1,2
5133.333,1,2
5166.667,1,2
5200.000,1,2
5233.333,1,2
5266.667,1,2
5300.000,1,2
5333.333,1,2
5366.667,1,2
5400.000,1,2
5433.333,1,2
5466.667,1,2
5500.000,1,2
5533.333,1,2
5566.667,1,2
5600.000,1,2
5633.333,1,2
5666.667,1,2
5700.000,1,2
5733.333,1,2
5766.667,1,2
5800.000,1,2
5833.333,1,2
5866.667,1,2
5900.000,1,2
5933.333,1,2
5966.667,1,2
6000.000,1,2
6033.333,1,2
6066.667,1,2
6100.000,1,2
6133.333,1,2
6166.667,1,2
6200.000,1,2
6233.333,1,2
6266.667,1,2
